"Course Name","Rank","Original Comment","Comment for SURGhub","Profession","Country","Star Rating","Used","check for cnd (dont touch)","","","","","","","","","","","","","","","",""
"Acute and Chronic Pain","1","I am just simply grateful that I am able to access this course for free. There’s so much knowledge that I am gaining and will be able to use it to change my current practices as an anaesthesia provider and possibly be able to share this with others as well.","""I am just simply grateful that I am able to access this course for free. There’s so much knowledge that I am gaining and will be able to use it to change my current practices as an anaesthesia provider and possibly be able to share this with others as well.""","Anaesthesiologist","Tanzania","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Acute and Chronic Pain","2","I enjoyed how simply she explained how spinal stimulation helps to relieve pain using the anology of blowing your hand after touching a hot oven. It was able to better understand the concept because of that.","""I enjoyed how simply she explained how spinal stimulation helps to relieve pain using the anology of blowing your hand after touching a hot oven. It was able to better understand the concept because of that.""","Physician","Sierra Leone","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Acute and Chronic Pain","3","It is quite an informative course. It was enlightening considering there are so many medications used for pain management. Highlight some of them with reasons for why they are preferable chosen is an amazing guidance.","""It is quite an informative course. It was enlightening considering there are so many medications used for pain management. Highlighting some of them with reasons for why they are preferable chosen is an amazing guidance.""","Specialist Surgeon","Poland","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Acute and Chronic Pain","4","I liked the pyramid of chronic pain treatment modalities, most. I also highly appreciated the insight on the opioid crisis","""I liked the pyramid of chronic pain treatment modalities, most. I also highly appreciated the insight on the opioid crisis.""","General Medical Officer","Uganda","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Acute and Chronic Pain","5","Very very helpful resources.. please try to give some additional videos of how the chronic pain treatment devices and protocols working on patients and some examples of different patients with chronic and acute pains...","""Very very helpful resources.""","Emergency Medicine Doctor","India","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Adjuvant Medications for Peripheral Nerve Blocks","1","It gives me new perspective of local anelgesic use with clinical research based factors. It aids me to revived my basic knowledge","""This course gives me new perspective of local anelgesic use with clinical research based factors. It aids me to revive my basic knowledge.""","Emergency Medicine Doctor","Sri Lanka","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Adjuvant Medications for Peripheral Nerve Blocks","2","Thank you very much for this very course. I appreciate this.","""Thank you very much for this very course. I appreciate this.""","Obstetrician","United States","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Adjuvant Medications for Peripheral Nerve Blocks","3","Benefit greatly from many medicines and provide my professional capabilities and develop my health experiences","""This course helped me learn about many medicines and improved my professional capabilities and developed my health experiences.""","Pharmacist","Yemen","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"All About Aseptic Technique","1","I found the course most interesting because it clearly explained how to protect key parts, the difference between general and critical aseptic fields, and why maintaining sterility is essential for patient safety. The practical examples, step-by-step procedures, and real clinical applications helped make the concepts easy to understand and apply in practice.","""I found the course most interesting because it clearly explained how to protect key parts, the difference between general and critical aseptic fields, and why maintaining sterility is essential for patient safety. The practical examples, step-by-step procedures, and real clinical applications helped make the concepts easy to understand and apply in practice.""","Nurse","Australia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"All About Aseptic Technique","2","The course was informative and well-structured. It helped reinforce the importance of aseptic technique in clinical practice. I appreciate the interactive quizzes and clear explanations. Thank you for the learning opportunity!","""The course was informative and well-structured. It helped reinforce the importance of aseptic technique in clinical practice. I appreciate the interactive quizzes and clear explanations. Thank you for the learning opportunity!""","Medical Technician","Kenya","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"All About Aseptic Technique","3","I found the practical applications and real-world examples most interesting. They helped me understand how the concepts can be applied effectively.","""I found the practical applications and real-world examples most interesting. They helped me understand how the concepts can be applied effectively.""","Specialist Surgeon","Korea, Republic of","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"All About Aseptic Technique","4","I found the length very appropriate, and coming from New Zealand, found the slight differences in policy intresting.","""I found the length very appropriate, and coming from New Zealand, found the slight differences in policy interesting.""","Nurse","Australia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"All About Aseptic Technique","5","I found all aspects of this course very interesting as there were parts that i did not know about and have learnt new aspects.","""I found all aspects of this course very interesting as there were parts that I did not know about and have learnt new aspects.""","General Medical Officer","United Kingdom","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"All About Aseptic Technique","6","this course was engaging and to the point, I will be sending other team members to this site to do it","""This course was engaging and to the point, I will be sending other team members to this site to do it.""","Nurse","United Kingdom","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Caesarean Delivery","1","This courses is very very important for me and I learn a lot of thing in this course because I am a new leaner and i8 learn a lot of thing from this course. And inshallah we will continue this course and cover most important topics .these courses is very very important for me and I learn a lot of thing from this course.","""This course is very very important for me. I am a new learner and I learned a lot of things from this course."" ","Anaesthesiologist","Pakistan","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Caesarean Delivery","2","I found the sections on cognitive aids during crisis situations and their practical application in the operating room most interesting, as well as the parts covering anesthesia management for cesarean delivery and how to handle emergencies effectively.","""I found the sections on cognitive aids during crisis situations and their practical application in the operating room most interesting, as well as the parts covering anesthesia management for caesarean delivery and how to handle emergencies effectively.""","Anaesthesia Technician","Pakistan","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Caesarean Delivery","3","I have find this course very important as it,s demonstrate practically a best technique to face during cesarian section and how to avoid different complication due to anaesthesia practice.","""I have find this course very important as it demonstrates practically the best technique to use during caesarian section and how to avoid different complications due to anaesthesia practice.""","Anaesthesia Technician","Zambia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Caesarean Delivery","4","The most interesting aspects were the clear explanation of different anaesthetic techniques for caesarean delivery and the practical, step-by-step approach. The clinical scenarios and visual materials helped to better understand decision-making in everyday practice, especially in resource-limited settings.","""The most interesting aspects were the clear explanation of different anaesthetic techniques for caesarean delivery and the practical, step-by-step approach. The clinical scenarios and visual materials helped to better understand decision-making in everyday practice, especially in resource-limited settings.""","Nurse Anaesthetist","Ukraine","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Caesarean Delivery","5","The discussion on post-dural puncture headache was particularly insightful, especially regarding the recommendation to prioritize phenylephrine over ephedrine in clinical practice. Overall, the entire content was highly informative and demonstrated significant relevance to my professional practice in the field of anesthesia","""The discussion on post-dural puncture headache was particularly insightful, especially regarding the recommendation to prioritize phenylephrine over ephedrine in clinical practice. Overall, the entire content was highly informative and demonstrated significant relevance to my professional practice in the field of anaesthesia.""","Nurse Anaesthetist","Indonesia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Caesarean Delivery","6","Caecerean delivery is preferred and done throughout the world, therefore it is important for this learning flatform where we can access vital information online, appreciate.","""Caesarean delivery is preferred and done throughout the world, therefore it is important for this learning platform where we can access vital information online, I appreciate this.""","Nurse Anaesthetist","Papua New Guinea","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Craniotomy and Brain Tumour Resection","1","Overall, this course offered valuable insight into the anesthetic considerations for craniotomy and brain tumour resection. The content was clinically relevant and thoughtfully organized.
I particularly appreciated the emphasis on neurophysiological stability, airway management strategies, and the importance of multidisciplinary coordination. However, adding more interactive elements, real-life case scenarios, and optional advanced modules would enhance learner engagement and allow for deeper exploration of complex topics.
Thank you for the opportunity to participate—this course has contributed meaningfully to my ongoing professional development in neuroanesthesia.","""Overall, this course offered valuable insight into the anesthetic considerations for craniotomy and brain tumour resection. The content was clinically relevant and thoughtfully organized. I particularly appreciated the emphasis on neurophysiological stability, airway management strategies, and the importance of multidisciplinary coordination. Thank you for the opportunity to participate—this course has contributed meaningfully to my ongoing professional development in neuroanesthesia.""","Non-Clinical Professional","Antigua and Barbuda","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Craniotomy and Brain Tumour Resection","2","Overall, the course was highly informative and well-structured. It provided a solid foundation in the principles and practical considerations of anesthesia for craniotomy. I appreciate the focus on safety, hemodynamic control, and cerebral protection. Incorporating more interactive content and real-world clinical examples would further enrich the learning experience. Thank you for making this valuable resource available.","""Overall, the course was highly informative and well-structured. It provided a solid foundation in the principles and practical considerations of anesthesia for craniotomy. I appreciate the focus on safety, hemodynamic control, and cerebral protection. Thank you for making this valuable resource available.""","Anaesthesiologist","Somalia","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Craniotomy and Brain Tumour Resection","3","this course covers a really interesting intersection of physiology, pharmacology, and surgical technique all critical to optimizing neurosurgical patient care.","""I found this course covers a really interesting intersection of physiology, pharmacology, and surgical technique all critical to optimizing neurosurgical patient care to be particularly valuable.""","Medical Technician","Belize","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Craniotomy and Brain Tumour Resection","4","The sequence of presentation and the classification of the indications for elective Craniotomy together with the drugs used and monitoring protocols.","""I found the sequence of presentation and the classification of the indications for elective Craniotomy together with the drugs used and monitoring protocols to be particularly valuable.""","Other (Practicing General Surgeon)","Sierra Leone","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Craniotomy and Brain Tumour Resection","5","The topic is new to me ,hence it was so interesting to learn & I learned so much from the topic .","""The topic is new to me. Hence it was so interesting to learn and I learned so much from the topic .""","Anaesthesia Technician","India","4","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Craniotomy and Brain Tumour Resection","6","It's interesting for latest information. Further it was found very helpful with aspect of clinical practice .","""This course is interesting for the latest information. Furthermore it was very helpful in the aspect of clinical practice .""","Anaesthesiologist","Pakistan","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Craniotomy and Brain Tumour Resection","7","I learned a lot, thank you","""I learned a lot, thank you.""","Specialist Surgeon","United States","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Posterior Cranial Fossa Surgery","1","Most Interesting Aspect: Anaesthesia Technique
One of the most engaging aspects of the Anaesthesia for Posterior Cranial Fossa Surgery course was the detailed focus on anaesthesia technique specific to this challenging surgical area. The content effectively highlighted the unique physiological and anatomical considerations, particularly: Patient positioning (e.g., prone, sitting, park bench) and its implications for hemodynamics, venous return, and the risk of venous air embolism. The use of Total Intravenous Anesthesia (TIVA) with agents like propofol and remifentanil, which allow for better control of intracranial pressure and neurophysiological monitoring. Strategies for cerebral protection, such as controlled ventilation, normocapnia, and temperature management. The critical importance of preserving brainstem function, including anesthetic approaches that minimize interference with MEP and SSEP monitoring. These elements combined to provide a clear, evidence-based understanding of how anaesthesia in this region must be tailored to minimize complications and support optimal surgical outcomes.","""One of the most engaging aspects of the Anaesthesia for Posterior Cranial Fossa Surgery course was the detailed focus on anaesthesia technique specific to this challenging surgical area. The content effectively highlighted the unique physiological and anatomical considerations. These elements combined to provide a clear, evidence-based understanding of how anaesthesia in this region must be tailored to minimize complications and support optimal surgical outcomes.""","Non-Clinical Professional","Antigua and Barbuda","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Posterior Cranial Fossa Surgery","2","It's most interesting for its clinical practice at any Hospital/ Surgical institute. it's helpful for theocratical point of view. It's concise and Summerized detail.","""This course is most interesting for its clinical practice at any hospital/surgical institute. It's helpful from the theocratical point of view. It's concise and well summarized.""","Anaesthesiologist","Pakistan","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Posterior Cranial Fossa Surgery","3","The content was evenly covered.","""The content was evenly covered.""","Anaesthesiologist","South Africa","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Tissue Free-Flap Surgery","1","The focus on surgical safety, especially the implementation of checklists, teamwork, and communication in preventing errors, is crucial for improving patient outcomes. Additionally, the detailed discussions on microvascular reconstructive surgery, flap perfusion, and post-operative care are particularly fascinating because they delve into the complexities of managing delicate surgical procedures and optimizing healing.","""I enjoyed the focus on surgical safety, especially the implementation of checklists, teamwork, and communication in preventing errors, is crucial for improving patient outcomes. Additionally, the detailed discussions on microvascular reconstructive surgery, flap perfusion, and post-operative care are particularly fascinating because they delve into the complexities of managing delicate surgical procedures and optimizing healing.""","Medical Student","Myanmar","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Tissue Free-Flap Surgery","2","this is a great topic especially for me as a plastic surgery resident.","""This is a great topic especially for me as a plastic surgery resident.""","Specialist Surgeon","Rwanda","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Tissue Free-Flap Surgery","3","Interested with the skin graft techniques","""I enjoyed learning about the skin graft techniques.""","Nurse Anaesthetist","Papua New Guinea","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia for Tissue Free-Flap Surgery","4","The management of the circulatory goals","""I found the management of the circulatory goals to be paticularly interesting.""","Anaesthesiologist","Mexico","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia in War","1","The course provided realistic scenarios and practical strategies that can be applied in emergency and battlefield medicine.","""The course provided realistic scenarios and practical strategies that can be applied in emergency and battlefield medicine.""","Specialist Surgeon","Anguilla","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia in War","2","The course clearly explains how to adapt anaesthetic techniques, airway management and pain control to environments with limited equipment, while maintaining patient safety. The focus on real-world scenarios and decision-making in austere conditions was especially valuable.","""The course clearly explains how to adapt anaesthetic techniques, airway management and pain control to environments with limited equipment, while maintaining patient safety. The focus on real-world scenarios and decision-making in austere conditions was especially valuable.""","Anaesthesiologist","Italy","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia in War","3","An excellent course, well presented, incredibly useful, lots of new info and ideas - from someone who's completed 16 ICRC field missions in surgery hospitals over decades. Thanks.","""An excellent course, well presented, incredibly useful, lots of new info and ideas - from someone who's completed 16 ICRC field missions in surgery hospitals over decades. Thanks.""","Anaesthesiologist","United Kingdom","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia in War","4","Thank you for the well-organized anesthesia course. It was informative, clinically relevant, and helpful for understanding real-world perioperative management.","""Thank you for the well-organized anesthesia course. It was informative, clinically relevant, and helpful for understanding real-world perioperative management.""","Anaesthesiologist","Uzbekistan","4","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia in War","5","I love this course.","""I love this course.""","Anaesthesia Technician","Pakistan","4","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia in War","6","Thank-you very much! Excellent presentation! Detailed! Realistic!","""Thank-you very much! Excellent presentation! Detailed! Realistic!""","Non-Physician Clinician","Kenya","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthesia in War","7","I found particularly interesting the practical approach to anaesthesia in low-resource and conflict settings, especially the use of drawover systems and ketamine. The course clearly explains how to adapt anaesthetic techniques, airway management and pain control to environments with limited equipment, while maintaining patient safety. The focus on real-world scenarios and decision-making in austere conditions was especially valuable.","""I found particularly interesting the practical approach to anaesthesia in low-resource and conflict settings, especially the use of drawover systems and ketamine. The course clearly explains how to adapt anaesthetic techniques, airway management and pain control to environments with limited equipment, while maintaining patient safety. The focus on real-world scenarios and decision-making in austere conditions was especially valuable.""","Anaesthesiologist","Italy","5","FALSE","FALSE","","","","","","","","","","","","","","","",""
"Anaesthesia in War","8","An excellent course, well presented, incredibly useful, lots of new info and ideas - from someone who's completed 16 ICRC field missions in surgery hospitals over decades. Thanks","""An excellent course, well presented, incredibly useful, lots of new info and ideas - coming from someone who's completed 16 ICRC field missions in surgery hospitals over decades.""","Anaesthesiologist","United Kingdom","5","FALSE","FALSE","","","","","","","","","","","","","","","",""
"Anaesthesia in War","9","the pain management, regional anesthesia and ketamine recipes were interesting .","""The pain management, regional anesthesia and ketamine recipes were interesting .""","Anaesthesiologist","Ethiopia","5","FALSE","FALSE","","","","","","","","","","","","","","","",""
"Anaesthetic Considerations for Vaginal Birth After Caesarean Delivery","1","I found the course particularly interesting in how it explained the anaesthetic management of VBAC in a clear and practical way. The discussion on the use of neuraxial analgesia and its safety in VBAC patients was very insightful, as it challenged some common misconceptions and highlighted its benefits in labour management.","""I found the course particularly interesting in how it explained the anaesthetic management of VBAC in a clear and practical way. The discussion on the use of neuraxial analgesia and its safety in VBAC patients was very insightful, as it challenged some common misconceptions and highlighted its benefits in labour management.""","Anaesthesiologist","Somalia","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthetic Considerations for Vaginal Birth After Caesarean Delivery","2","The most interesting aspect of this course was the explanation of anaesthetic management during VBAC. I particularly found the use of epidural analgesia in labour very interesting, as it provides pain relief and allows quick conversion to general anaesthesia in case of emergency.","""The most interesting aspect of this course was the explanation of anaesthetic management during VBAC. I particularly found the use of epidural analgesia in labour very interesting, as it provides pain relief and allows quick conversion to general anaesthesia in case of emergency.""","Undergraduate Gynaecologist","Rwanda","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthetic Considerations for Vaginal Birth After Caesarean Delivery","3","The most interesting parts of the course were the intrapartal recommendations and management parts.","""The most interesting parts of the course were the intrapartal recommendations and management parts.""","Postgraduate Obstetrician","Uganda","5","TRUE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
"Anaesthetic Considerations for Vaginal Birth After Caesarean Delivery","4","New information I was not know about it.","""I learned new information that I did not know about.""","Anaesthesia Technician","Yemen","5","FALSE","FALSE","","7/9/2026","TRUE","","","","","","","","","","","","",""
